cpu_percent,memory_percent,requests_per_sec,current_replicas,response_time_ms,queue_depth,scale_action
29.15,31.47,250.58,5,721.13,38,no_change
22.46,21.12,79.5,10,184.38,19,scale_down
11.66,27.28,11.47,3,174.32,9,scale_down
32.51,52.14,421.86,5,631.98,5,no_change
49.81,53.39,366.33,5,920.1,33,no_change
20.22,15.98,43.74,5,104.94,16,scale_down
5.09,1.0,36.15,7,79.78,3,scale_down
15.78,15.92,17.43,10,50.0,10,scale_down
82.55,65.98,905.92,2,2301.96,64,scale_up
46.6,71.76,300.98,3,657.91,28,no_change
89.81,75.86,723.31,1,2216.58,144,scale_up
29.8,75.0,316.08,3,569.86,76,no_change
99.6,71.19,1030.42,5,2525.32,468,scale_up
66.76,47.37,305.59,4,548.51,38,no_change
64.95,55.88,244.15,5,523.12,22,no_change
49.78,45.02,444.18,5,721.23,36,no_change
90.64,81.87,676.02,1,2478.44,496,scale_up
70.31,81.39,678.18,4,1844.35,184,scale_up
11.29,19.33,49.3,10,189.51,20,scale_down
83.78,79.19,590.66,1,1693.84,117,scale_up
54.31,59.46,273.95,4,739.94,40,no_change
3.74,23.19,24.45,6,103.46,17,scale_down
79.65,79.35,865.83,2,2345.19,219,scale_up
12.68,25.06,100.6,7,144.03,18,scale_down
51.42,40.82,260.8,6,787.25,13,no_change
25.07,18.39,64.71,8,196.02,7,scale_down
43.3,30.41,368.93,6,734.46,48,no_change
90.24,77.01,1028.47,5,2313.71,416,scale_up
5.82,7.23,41.08,8,161.24,2,scale_down
82.98,95.95,860.6,1,1810.74,342,scale_up
20.0,53.53,398.9,2,879.57,75,no_change
83.58,93.78,596.16,3,2062.44,436,scale_up
6.88,26.34,10.97,6,170.09,2,scale_down
76.31,94.06,743.86,3,2351.19,360,scale_up
1.0,8.04,26.8,6,192.53,13,scale_down
59.89,66.28,149.03,6,676.03,74,no_change
41.6,37.88,246.28,2,582.53,11,no_change
89.63,88.98,878.16,1,2453.31,194,scale_up
75.0,60.46,278.62,4,687.17,54,no_change
75.0,36.94,256.91,2,817.52,62,no_change
45.64,61.46,428.91,4,411.63,12,no_change
82.14,89.64,781.04,3,1500.0,365,scale_up
10.92,26.36,88.29,6,152.54,8,scale_down
57.26,44.46,390.32,4,813.78,50,no_change
61.52,48.23,343.41,4,742.87,26,no_change
85.19,86.4,855.55,3,2767.74,133,scale_up
89.9,76.01,1010.67,5,2384.02,200,scale_up
47.9,29.69,323.14,6,875.23,28,no_change
1.0,1.0,73.02,9,161.81,10,scale_down
89.71,75.79,478.73,1,1867.21,476,scale_up
27.48,16.39,36.71,10,50.0,5,scale_down
72.37,88.88,761.09,1,2596.48,411,scale_up
8.97,8.26,42.17,4,121.35,10,scale_down
37.5,37.89,286.51,2,526.26,11,no_change
7.54,34.44,63.74,10,157.92,11,scale_down
49.0,59.98,353.18,5,444.86,5,no_change
27.02,20.0,479.19,5,533.2,79,no_change
58.88,53.03,391.26,2,590.32,56,no_change
75.7,71.7,747.39,4,1565.89,350,scale_up
79.02,70.41,750.7,2,2001.59,439,scale_up
15.96,26.84,42.72,4,74.88,5,scale_down
20.0,52.43,233.45,4,576.4,76,no_change
87.31,91.55,537.87,5,1795.02,210,scale_up
48.72,32.9,151.09,4,796.44,80,no_change
34.28,30.36,185.19,6,762.9,25,no_change
9.44,8.92,24.8,3,147.59,13,scale_down
22.13,26.46,26.67,5,123.44,4,scale_down
31.82,27.97,42.45,4,50.0,11,scale_down
11.33,9.39,24.12,7,101.73,19,scale_down
83.38,80.56,690.26,1,1688.92,485,scale_up
13.57,16.01,1.0,5,180.38,15,scale_down
9.17,17.84,43.4,3,149.23,0,scale_down
86.02,69.56,846.85,2,2062.35,231,scale_up
66.27,62.22,432.28,3,459.25,8,no_change
69.3,51.41,369.02,4,701.16,51,no_change
56.89,33.68,395.51,5,652.75,79,no_change
74.69,76.13,618.04,4,1629.52,155,scale_up
62.8,27.81,167.89,6,896.73,38,no_change
43.28,59.86,412.48,6,716.13,49,no_change
52.24,49.44,353.76,5,566.3,30,no_change
89.86,77.93,778.17,3,2952.7,340,scale_up
42.79,50.29,343.06,4,674.22,80,no_change
54.39,31.24,316.2,3,636.42,74,no_change
67.1,61.09,420.59,6,449.52,68,no_change
35.06,54.92,413.29,2,569.93,76,no_change
9.08,7.19,60.89,4,144.35,3,scale_down
43.49,63.58,291.32,3,600.13,65,no_change
63.5,75.0,255.55,3,468.56,31,no_change
78.08,83.81,636.42,3,2050.71,170,scale_up
83.0,92.45,978.93,1,1585.31,372,scale_up
73.77,31.76,316.03,2,474.82,64,no_change
44.18,35.29,467.55,2,578.99,23,no_change
16.8,11.42,7.55,10,127.79,19,scale_down
19.17,19.03,79.24,6,156.21,16,scale_down
15.05,24.28,53.01,3,197.2,16,scale_down
58.33,63.66,371.65,3,804.04,27,no_change
90.8,93.98,718.82,1,2533.91,475,scale_up
3.95,27.58,51.69,5,196.84,5,scale_down
75.0,62.02,258.73,4,436.8,41,no_change
19.29,17.71,69.91,6,124.66,10,scale_down
78.49,78.07,875.14,4,2248.88,313,scale_up
37.8,75.0,286.13,6,260.73,17,no_change
22.46,19.91,44.88,7,140.48,18,scale_down
13.52,33.35,63.94,4,163.02,1,scale_down
46.06,75.0,384.29,3,748.36,48,no_change
54.17,65.0,339.32,6,544.31,7,no_change
87.59,96.78,830.57,2,2708.07,311,scale_up
93.34,84.5,1048.52,2,1500.0,190,scale_up
22.45,75.0,235.26,5,616.77,10,no_change
75.0,52.99,468.96,6,541.76,33,no_change
59.24,50.87,449.06,2,560.76,35,no_change
7.29,16.26,37.3,7,117.64,6,scale_down
80.18,88.97,1011.17,2,2356.77,80,scale_up
40.29,41.24,100.0,5,656.95,78,no_change
80.22,91.77,593.28,1,1963.06,304,scale_up
84.33,83.72,1070.44,2,1651.83,227,scale_up
12.58,8.57,73.7,6,117.66,13,scale_down
14.17,18.62,53.49,5,142.19,1,scale_down
78.2,80.68,680.84,3,2525.83,488,scale_up
85.4,71.68,1161.03,4,2863.54,365,scale_up
34.55,17.26,24.94,8,190.32,9,scale_down
23.86,21.57,1.0,4,100.94,2,scale_down
18.38,14.72,9.05,10,137.12,0,scale_down
20.0,40.95,257.4,5,646.56,26,no_change
88.83,83.02,934.59,2,2132.81,104,scale_up
28.17,50.66,212.45,4,396.47,6,no_change
19.63,8.7,70.41,9,85.39,13,scale_down
82.97,75.49,970.53,3,2437.73,391,scale_up
37.64,47.64,432.94,5,823.95,24,no_change
29.47,69.74,423.96,3,626.79,19,no_change
48.64,41.74,174.66,3,650.84,47,no_change
83.81,83.48,868.82,1,3207.16,103,scale_up
93.38,84.38,479.46,3,2356.92,360,scale_up
27.66,16.58,115.72,8,177.19,0,scale_down
17.36,12.07,95.11,4,108.47,16,scale_down
81.05,65.0,934.42,5,2435.07,353,scale_up
85.07,85.92,896.9,3,2053.79,392,scale_up
38.23,24.27,282.23,6,403.78,40,no_change
52.44,47.59,259.8,5,756.98,23,no_change
7.11,5.22,43.24,10,113.0,4,scale_down
51.82,36.3,342.05,2,454.07,41,no_change
7.13,24.93,48.61,7,90.65,4,scale_down
35.72,44.41,185.7,5,556.81,51,no_change
12.98,12.66,69.5,7,98.98,18,scale_down
93.72,78.25,701.05,3,2415.75,466,scale_up
15.28,26.08,1.0,4,175.84,9,scale_down
81.37,80.3,786.77,3,2738.65,265,scale_up
22.09,74.21,370.64,4,622.82,67,no_change
74.97,66.62,715.86,1,2454.04,458,scale_up
84.96,84.63,580.5,3,2217.76,131,scale_up
92.67,91.62,611.9,5,2059.23,437,scale_up
12.27,14.99,77.23,9,293.57,9,scale_down
6.09,23.4,58.87,3,165.85,17,scale_down
69.99,55.6,100.0,2,384.48,37,no_change
77.53,74.01,779.06,1,2114.12,293,scale_up
22.65,25.87,100.0,4,366.9,24,no_change
91.94,77.84,657.09,5,1500.0,100,scale_up
77.91,84.86,871.35,4,2099.01,409,scale_up
45.99,23.43,222.39,5,683.34,48,no_change
80.28,92.99,980.83,2,2018.49,365,scale_up
83.14,97.78,927.08,4,2228.11,297,scale_up
52.79,52.23,298.3,3,439.35,61,no_change
43.97,28.46,372.48,4,580.13,37,no_change
61.63,30.88,442.21,3,794.66,37,no_change
73.98,75.95,740.4,3,1624.84,440,scale_up
46.1,58.37,253.06,2,343.07,31,no_change
61.59,38.12,231.37,3,852.19,40,no_change
55.95,37.86,181.09,3,744.88,41,no_change
22.18,15.95,12.23,5,169.28,7,scale_down
58.91,44.41,189.68,5,603.71,23,no_change
88.23,76.1,839.28,3,2344.39,85,scale_up
24.16,16.63,15.82,8,146.63,6,scale_down
75.0,23.55,100.0,2,583.79,11,no_change
44.31,46.87,275.44,3,750.84,25,no_change
84.7,86.56,428.37,5,1988.38,335,scale_up
37.77,20.0,310.34,6,584.95,67,no_change
42.99,48.11,310.34,3,751.96,33,no_change
59.64,54.93,530.72,3,493.79,17,no_change
29.6,67.61,486.68,6,504.72,48,no_change
70.67,42.0,358.48,3,696.04,63,no_change
9.95,34.77,108.85,5,98.94,13,scale_down
53.02,63.72,111.74,3,603.93,16,no_change
1.77,25.34,52.58,7,131.31,11,scale_down
26.5,41.02,351.92,2,593.85,76,no_change
24.54,29.02,82.56,4,123.11,16,scale_down
87.06,72.28,611.01,1,2672.74,459,scale_up
32.2,30.59,310.52,6,559.4,39,no_change
83.71,98.45,650.83,1,2398.01,304,scale_up
51.3,65.14,221.42,6,566.33,35,no_change
85.8,68.53,529.17,1,2191.68,260,scale_up
94.36,77.18,767.74,2,2660.28,386,scale_up
47.77,61.65,566.65,4,513.44,48,no_change
83.76,83.17,1023.74,3,2153.95,150,scale_up
90.1,82.78,789.16,5,2031.83,396,scale_up
10.13,40.0,3.77,4,77.69,19,scale_down
16.96,21.63,62.79,3,106.27,8,scale_down
77.81,77.72,936.14,5,1792.91,395,scale_up
52.27,42.32,147.55,3,407.79,42,no_change
91.37,75.17,986.57,2,2185.1,473,scale_up
29.48,57.16,219.87,2,543.47,8,no_change
66.99,30.65,255.04,2,437.47,63,no_change
76.67,76.21,671.36,4,2090.44,148,scale_up
89.47,73.99,579.77,3,2456.59,381,scale_up
79.7,94.62,738.65,5,2145.61,385,scale_up
20.0,32.57,100.0,5,644.11,26,no_change
84.43,85.04,921.11,4,2584.59,307,scale_up
83.42,80.68,886.84,5,1882.11,427,scale_up
78.43,92.32,529.08,4,2400.0,110,scale_up
55.12,33.15,233.22,2,546.47,26,no_change
16.73,22.81,49.07,9,159.42,19,scale_down
