failure_type,failure_type_encoded,cpu_percent,memory_percent,restart_count,uptime_percent,replica_count,error_rate_percent,recovery_action,recovery_action_encoded
ContainerNotReady,6,26.61,45.06,4,38.42,2,5.0,restart_pod,0
PodPending,4,70.0,92.62,0,48.46,3,5.87,scale_up_replicas,2
ConfigError,8,29.45,20.96,4,44.03,2,50.39,fix_configuration,4
HighCPU,2,89.65,59.41,1,91.19,5,4.45,scale_up_replicas,2
ConfigError,8,15.39,21.57,2,10.0,2,54.25,fix_configuration,4
UnknownFailure,9,19.77,65.74,8,63.19,3,12.84,no_action_monitor,7
HighCPU,2,95.5,41.1,1,87.95,5,5.8,scale_up_replicas,2
PodPending,4,83.52,74.57,0,61.9,4,10.81,scale_up_replicas,2
HighCPU,2,92.57,38.95,0,80.78,2,4.82,scale_up_replicas,2
HighCPU,2,95.44,31.25,3,80.49,1,3.79,drain_node,5
HighCPU,2,91.58,35.48,1,83.26,1,4.07,scale_up_replicas,2
HighMemory,3,44.44,90.41,4,74.59,4,7.49,fix_configuration,4
PodPending,4,77.92,82.72,1,33.83,8,5.6,scale_up_replicas,2
DiskPressure,7,49.46,58.52,1,70.83,2,3.46,clear_disk,6
ConfigError,8,5.46,39.03,7,50.31,1,59.77,fix_configuration,4
DiskPressure,7,21.07,46.07,3,71.65,3,0.14,clear_disk,6
ContainerNotReady,6,48.35,61.81,2,90.0,1,11.63,clear_disk,6
CrashLoopBackOff,0,42.35,76.46,10,56.2,2,24.33,rollout_restart_deployment,1
ConfigError,8,2.0,36.33,6,39.71,2,39.06,fix_configuration,4
OOMKilled,1,55.68,95.46,7,71.68,2,13.26,restart_pod,0
ConfigError,8,36.22,23.66,5,64.29,2,58.46,fix_configuration,4
NetworkError,5,40.27,38.3,3,79.61,2,20.9,no_action_monitor,7
HighMemory,3,46.02,86.17,3,84.22,2,3.28,adjust_resource_limits,3
HighMemory,3,59.07,96.29,3,83.04,4,3.83,rollout_restart_deployment,1
CrashLoopBackOff,0,68.2,60.96,8,75.27,1,10.0,rollout_restart_deployment,1
NetworkError,5,39.96,52.63,5,90.0,2,8.29,restart_pod,0
HighMemory,3,78.09,99.22,1,59.83,4,7.44,adjust_resource_limits,3
HighMemory,3,69.26,89.36,1,75.1,2,8.0,clear_disk,6
ConfigError,8,13.85,22.83,9,52.19,1,76.31,fix_configuration,4
PodPending,4,89.3,83.07,1,39.67,2,3.96,no_action_monitor,7
HighCPU,2,97.55,52.7,2,94.21,3,4.01,scale_up_replicas,2
ContainerNotReady,6,25.26,46.31,2,63.85,3,10.36,restart_pod,0
DiskPressure,7,72.26,45.6,0,84.28,2,5.68,adjust_resource_limits,3
OOMKilled,1,24.81,91.99,8,66.98,1,8.07,adjust_resource_limits,3
NetworkError,5,60.9,37.0,3,78.35,2,24.11,fix_configuration,4
DiskPressure,7,48.96,55.6,3,87.37,2,2.35,clear_disk,6
ContainerNotReady,6,60.9,20.69,3,76.72,2,8.76,restart_pod,0
ConfigError,8,16.84,25.93,6,32.7,3,47.27,fix_configuration,4
ContainerNotReady,6,14.2,25.19,2,72.47,1,20.24,restart_pod,0
HighCPU,2,88.55,74.86,0,75.24,2,3.92,drain_node,5
PodPending,4,80.95,86.92,1,50.96,4,7.57,scale_up_replicas,2
ConfigError,8,2.0,33.65,9,36.73,1,51.73,fix_configuration,4
CrashLoopBackOff,0,25.03,31.88,9,82.49,1,12.27,rollout_restart_deployment,1
HighMemory,3,44.19,98.4,2,86.41,3,5.02,adjust_resource_limits,3
UnknownFailure,9,81.16,61.17,4,69.65,2,13.8,drain_node,5
ContainerNotReady,6,41.98,47.59,4,90.0,2,18.44,restart_pod,0
CrashLoopBackOff,0,36.72,25.26,12,59.22,2,48.63,rollout_restart_deployment,1
HighMemory,3,74.77,88.28,1,80.3,1,2.11,adjust_resource_limits,3
HighMemory,3,45.46,91.75,4,75.06,1,2.87,rollout_restart_deployment,1
OOMKilled,1,59.8,94.75,8,54.32,1,2.0,adjust_resource_limits,3
ContainerNotReady,6,26.45,16.18,2,36.97,1,29.03,restart_pod,0
NetworkError,5,33.53,36.02,5,62.17,1,10.9,restart_pod,0
NetworkError,5,41.16,38.04,1,53.64,1,15.14,drain_node,5
ConfigError,8,7.73,20.94,3,36.41,2,43.52,fix_configuration,4
HighMemory,3,60.83,90.61,2,82.31,2,8.83,adjust_resource_limits,3
NetworkError,5,43.9,54.32,1,52.28,1,15.93,restart_pod,0
DiskPressure,7,54.8,65.07,3,68.21,1,5.22,clear_disk,6
NetworkError,5,20.85,47.22,5,64.61,2,8.92,adjust_resource_limits,3
UnknownFailure,9,39.15,100.0,4,69.06,3,30.4,no_action_monitor,7
DiskPressure,7,23.34,66.26,2,50.0,3,4.0,clear_disk,6
UnknownFailure,9,65.78,70.95,5,49.01,1,20.31,no_action_monitor,7
NetworkError,5,26.99,37.54,2,58.5,3,10.91,restart_pod,0
ContainerNotReady,6,58.55,40.72,1,81.31,2,28.36,restart_pod,0
OOMKilled,1,30.64,98.65,6,75.03,3,6.67,adjust_resource_limits,3
OOMKilled,1,58.98,91.93,6,86.06,2,21.51,adjust_resource_limits,3
NetworkError,5,33.93,58.97,3,41.27,1,14.01,restart_pod,0
CrashLoopBackOff,0,34.95,94.71,15,43.94,3,12.93,clear_disk,6
ConfigError,8,5.56,34.06,3,31.09,2,47.61,fix_configuration,4
NetworkError,5,46.44,37.63,1,68.06,3,24.28,restart_pod,0
HighCPU,2,89.85,52.51,2,86.94,4,7.6,scale_up_replicas,2
PodPending,4,78.66,65.0,0,63.59,2,11.71,adjust_resource_limits,3
HighMemory,3,63.0,92.34,1,74.36,4,7.5,adjust_resource_limits,3
ContainerNotReady,6,47.8,40.85,4,90.0,1,7.49,adjust_resource_limits,3
CrashLoopBackOff,0,43.26,26.51,15,73.2,3,14.19,rollout_restart_deployment,1
HighCPU,2,85.33,45.5,0,87.13,2,3.21,scale_up_replicas,2
NetworkError,5,26.22,37.29,2,61.37,3,31.9,scale_up_replicas,2
OOMKilled,1,63.72,94.03,5,90.0,3,18.93,clear_disk,6
CrashLoopBackOff,0,20.62,55.13,12,68.03,1,23.12,scale_up_replicas,2
ContainerNotReady,6,19.21,41.3,1,59.6,3,31.83,restart_pod,0
PodPending,4,90.93,76.87,2,58.52,2,13.07,scale_up_replicas,2
ConfigError,8,6.06,14.77,4,39.83,2,50.53,scale_up_replicas,2
DiskPressure,7,44.22,50.34,0,71.74,3,4.77,clear_disk,6
CrashLoopBackOff,0,62.68,40.38,10,85.0,3,49.61,rollout_restart_deployment,1
PodPending,4,95.63,86.98,2,80.0,3,6.84,scale_up_replicas,2
HighCPU,2,87.84,47.11,3,76.98,1,5.37,scale_up_replicas,2
OOMKilled,1,56.0,95.6,2,69.88,1,16.07,adjust_resource_limits,3
HighMemory,3,85.0,94.1,1,89.23,3,6.57,clear_disk,6
ConfigError,8,3.84,6.86,9,70.0,1,42.02,fix_configuration,4
HighMemory,3,50.75,92.23,4,85.5,4,8.03,adjust_resource_limits,3
HighCPU,2,100.0,77.51,3,78.51,1,7.91,fix_configuration,4
HighCPU,2,90.08,52.94,2,76.25,2,0.0,scale_up_replicas,2
OOMKilled,1,49.37,92.13,1,79.28,2,12.75,rollout_restart_deployment,1
UnknownFailure,9,57.71,84.19,3,35.29,5,6.2,no_action_monitor,7
OOMKilled,1,53.62,95.94,2,81.03,3,21.94,restart_pod,0
UnknownFailure,9,52.42,57.59,0,71.62,2,0.24,fix_configuration,4
UnknownFailure,9,46.09,56.21,0,74.17,5,4.61,fix_configuration,4
ConfigError,8,7.31,22.65,3,69.51,3,37.71,fix_configuration,4
ContainerNotReady,6,52.61,63.77,3,65.68,2,14.56,restart_pod,0
HighCPU,2,94.56,57.92,0,78.13,5,3.02,scale_up_replicas,2
UnknownFailure,9,61.34,73.34,2,58.54,1,11.45,no_action_monitor,7
HighMemory,3,70.03,90.14,3,77.01,2,3.73,adjust_resource_limits,3
OOMKilled,1,34.55,100.0,3,68.04,2,25.92,adjust_resource_limits,3
ContainerNotReady,6,60.26,37.25,4,70.53,2,20.82,clear_disk,6
CrashLoopBackOff,0,7.76,18.96,14,60.73,1,25.75,clear_disk,6
DiskPressure,7,73.37,51.45,1,94.51,3,3.05,clear_disk,6
ConfigError,8,39.12,30.06,3,48.45,3,42.32,restart_pod,0
DiskPressure,7,53.65,80.39,2,73.55,1,3.32,clear_disk,6
OOMKilled,1,45.06,99.86,4,78.55,2,26.58,adjust_resource_limits,3
CrashLoopBackOff,0,46.27,50.79,7,66.36,2,40.7,scale_up_replicas,2
UnknownFailure,9,43.82,84.22,0,72.32,4,0.0,no_action_monitor,7
OOMKilled,1,67.67,91.18,8,78.59,4,22.21,adjust_resource_limits,3
NetworkError,5,39.95,48.16,4,81.48,2,16.03,restart_pod,0
NetworkError,5,46.9,57.45,3,90.0,3,11.15,scale_up_replicas,2
DiskPressure,7,51.13,40.58,0,64.96,2,4.72,clear_disk,6
HighMemory,3,61.16,96.73,0,76.54,2,5.6,adjust_resource_limits,3
DiskPressure,7,48.17,42.07,0,67.77,1,6.23,fix_configuration,4
CrashLoopBackOff,0,29.02,73.65,14,69.11,2,14.52,rollout_restart_deployment,1
CrashLoopBackOff,0,50.61,60.45,12,66.34,3,28.58,no_action_monitor,7
ContainerNotReady,6,20.9,60.19,1,63.48,2,12.93,scale_up_replicas,2
ContainerNotReady,6,41.86,28.86,1,50.76,2,17.0,rollout_restart_deployment,1
UnknownFailure,9,33.37,27.19,6,81.13,4,11.09,adjust_resource_limits,3
UnknownFailure,9,81.31,28.64,2,30.45,2,13.19,no_action_monitor,7
HighMemory,3,85.0,93.65,0,99.0,1,7.0,adjust_resource_limits,3
DiskPressure,7,48.53,22.67,2,79.28,3,4.34,clear_disk,6
CrashLoopBackOff,0,31.85,47.26,10,58.98,1,28.2,drain_node,5
PodPending,4,100.0,79.03,1,53.39,3,6.38,drain_node,5
HighMemory,3,71.75,91.88,2,77.2,2,0.22,adjust_resource_limits,3
CrashLoopBackOff,0,44.87,43.81,8,59.09,3,18.18,fix_configuration,4
DiskPressure,7,66.5,67.85,1,89.31,3,6.29,clear_disk,6
HighCPU,2,94.96,37.87,2,99.0,5,2.22,scale_up_replicas,2
CrashLoopBackOff,0,34.63,64.14,5,71.35,1,35.72,fix_configuration,4
ConfigError,8,16.0,18.93,10,70.0,3,49.41,scale_up_replicas,2
HighCPU,2,91.19,44.3,2,86.96,3,5.59,drain_node,5
NetworkError,5,34.76,45.73,1,90.0,1,15.24,restart_pod,0
UnknownFailure,9,51.08,33.8,6,70.89,1,7.45,fix_configuration,4
HighMemory,3,52.12,83.7,1,80.98,2,7.29,drain_node,5
ContainerNotReady,6,62.91,47.04,5,58.25,1,9.12,restart_pod,0
ConfigError,8,7.79,12.04,5,68.17,2,54.32,fix_configuration,4
UnknownFailure,9,35.43,26.0,2,47.88,2,7.13,rollout_restart_deployment,1
ConfigError,8,33.16,24.7,6,18.29,3,84.66,fix_configuration,4
HighMemory,3,42.9,88.05,3,93.1,3,7.25,adjust_resource_limits,3
ConfigError,8,15.3,12.69,8,25.5,2,36.4,fix_configuration,4
ConfigError,8,20.07,26.91,9,37.77,3,49.41,fix_configuration,4
PodPending,4,76.59,84.35,0,75.61,5,7.35,scale_up_replicas,2
OOMKilled,1,46.35,95.25,7,81.18,2,7.84,adjust_resource_limits,3
OOMKilled,1,79.02,96.26,6,70.29,2,24.71,adjust_resource_limits,3
UnknownFailure,9,20.45,63.05,6,73.61,1,4.52,no_action_monitor,7
OOMKilled,1,59.21,95.85,5,68.21,1,21.9,adjust_resource_limits,3
ConfigError,8,14.28,27.7,6,38.02,2,40.78,fix_configuration,4
OOMKilled,1,60.06,94.38,3,55.27,1,2.0,adjust_resource_limits,3
PodPending,4,91.31,72.24,1,55.59,2,8.22,clear_disk,6
OOMKilled,1,42.63,100.0,7,71.8,1,21.05,adjust_resource_limits,3
OOMKilled,1,55.7,94.31,1,69.81,2,26.67,adjust_resource_limits,3
ContainerNotReady,6,51.32,69.28,5,68.32,3,12.98,restart_pod,0
HighCPU,2,89.8,37.18,0,91.14,3,3.24,scale_up_replicas,2
NetworkError,5,5.0,75.0,3,56.44,2,15.39,restart_pod,0
NetworkError,5,60.07,21.88,4,82.05,3,15.3,scale_up_replicas,2
HighMemory,3,40.14,99.53,2,89.23,2,8.76,adjust_resource_limits,3
DiskPressure,7,50.51,63.99,2,62.68,1,4.22,clear_disk,6
HighMemory,3,46.07,84.06,2,84.11,3,9.47,adjust_resource_limits,3
PodPending,4,81.93,80.3,2,27.24,4,8.03,no_action_monitor,7
ContainerNotReady,6,46.4,51.87,1,73.18,1,15.05,rollout_restart_deployment,1
CrashLoopBackOff,0,27.0,65.91,12,72.18,2,28.28,restart_pod,0
HighCPU,2,89.87,72.51,1,82.12,2,7.24,scale_up_replicas,2
ConfigError,8,18.63,14.52,9,64.18,2,51.8,fix_configuration,4
HighCPU,2,88.45,34.14,3,74.68,2,3.88,clear_disk,6
ContainerNotReady,6,63.88,31.23,5,86.71,2,18.95,scale_up_replicas,2
CrashLoopBackOff,0,16.38,40.54,13,40.79,3,21.44,adjust_resource_limits,3
DiskPressure,7,31.71,26.44,1,90.13,2,4.42,clear_disk,6
CrashLoopBackOff,0,26.27,54.44,12,47.47,1,10.0,drain_node,5
ContainerNotReady,6,70.0,42.84,3,56.16,1,5.0,restart_pod,0
ConfigError,8,5.06,41.54,5,62.53,2,61.3,fix_configuration,4
PodPending,4,76.08,94.08,0,59.0,3,10.62,no_action_monitor,7
PodPending,4,88.57,69.94,1,26.04,6,5.96,clear_disk,6
PodPending,4,90.15,70.96,2,46.49,5,7.29,scale_up_replicas,2
DiskPressure,7,56.89,65.12,3,64.9,1,6.89,clear_disk,6
DiskPressure,7,27.55,71.38,2,69.5,3,4.33,scale_up_replicas,2
OOMKilled,1,54.52,95.59,3,76.74,3,18.13,adjust_resource_limits,3
PodPending,4,91.27,85.72,2,24.71,5,9.08,scale_up_replicas,2
ContainerNotReady,6,26.54,23.36,3,60.65,1,21.47,restart_pod,0
OOMKilled,1,54.99,98.17,8,83.07,3,17.69,no_action_monitor,7
ContainerNotReady,6,42.76,41.43,3,76.51,1,23.9,restart_pod,0
ConfigError,8,19.46,46.52,2,31.81,1,71.82,fix_configuration,4
ContainerNotReady,6,14.69,52.2,1,86.55,3,5.0,clear_disk,6
DiskPressure,7,47.08,65.73,2,77.52,2,4.76,clear_disk,6
UnknownFailure,9,53.41,22.64,5,99.0,5,7.97,scale_up_replicas,2
HighCPU,2,94.17,45.3,0,66.79,4,2.23,scale_up_replicas,2
HighMemory,3,38.29,96.46,1,73.93,4,4.46,adjust_resource_limits,3
PodPending,4,76.49,82.75,2,35.67,5,11.97,drain_node,5
OOMKilled,1,56.04,93.28,1,78.5,1,15.06,adjust_resource_limits,3
OOMKilled,1,50.43,90.61,8,69.29,1,17.57,adjust_resource_limits,3
HighCPU,2,98.67,43.72,2,99.0,3,6.67,drain_node,5
DiskPressure,7,22.21,42.32,0,89.21,3,6.49,clear_disk,6
HighMemory,3,60.27,91.75,2,68.35,3,9.96,adjust_resource_limits,3
ConfigError,8,10.12,33.45,6,60.28,1,50.72,fix_configuration,4
HighMemory,3,74.51,100.0,2,82.68,2,5.47,adjust_resource_limits,3
ConfigError,8,19.33,17.57,5,28.52,2,56.64,fix_configuration,4
HighCPU,2,91.18,59.91,3,73.08,3,4.72,no_action_monitor,7
ContainerNotReady,6,50.45,23.22,5,65.25,3,5.16,restart_pod,0
OOMKilled,1,23.89,97.42,1,66.91,2,29.58,adjust_resource_limits,3
ContainerNotReady,6,41.49,47.96,3,48.85,3,16.92,fix_configuration,4
DiskPressure,7,34.01,39.02,0,81.64,1,5.73,adjust_resource_limits,3
NetworkError,5,40.98,27.58,2,69.96,3,5.0,restart_pod,0
OOMKilled,1,76.46,91.11,8,58.8,1,15.92,no_action_monitor,7
ConfigError,8,22.04,24.27,6,23.35,1,67.0,fix_configuration,4
CrashLoopBackOff,0,6.28,20.33,12,58.4,1,17.36,rollout_restart_deployment,1
OOMKilled,1,74.45,91.47,2,85.57,3,23.28,restart_pod,0
ContainerNotReady,6,53.53,68.31,4,66.22,3,11.9,restart_pod,0
OOMKilled,1,47.94,93.3,4,62.91,1,16.21,drain_node,5
UnknownFailure,9,42.21,31.19,4,60.09,2,16.39,no_action_monitor,7
PodPending,4,92.65,69.18,0,43.94,7,7.43,fix_configuration,4
ConfigError,8,8.17,23.8,7,42.22,3,57.78,no_action_monitor,7
HighCPU,2,92.39,41.79,3,99.0,3,7.49,scale_up_replicas,2
ConfigError,8,25.53,35.05,9,43.67,2,69.29,fix_configuration,4
CrashLoopBackOff,0,41.14,50.03,11,69.53,3,45.76,rollout_restart_deployment,1
OOMKilled,1,80.24,96.78,6,75.17,2,20.57,adjust_resource_limits,3
HighCPU,2,96.93,74.48,0,83.11,2,8.95,scale_up_replicas,2
OOMKilled,1,56.86,96.95,1,83.82,2,20.98,clear_disk,6
HighCPU,2,96.58,49.16,0,96.99,5,7.09,scale_up_replicas,2
ContainerNotReady,6,36.89,56.52,4,90.0,3,10.65,restart_pod,0
CrashLoopBackOff,0,23.93,95.0,9,66.4,2,31.91,rollout_restart_deployment,1
HighMemory,3,58.27,97.04,1,99.0,3,4.0,adjust_resource_limits,3
DiskPressure,7,43.55,49.74,2,82.33,2,6.44,clear_disk,6
ConfigError,8,36.21,32.67,3,70.0,3,41.38,fix_configuration,4
CrashLoopBackOff,0,23.31,79.39,13,61.84,3,16.24,scale_up_replicas,2
DiskPressure,7,40.26,58.83,0,68.54,2,1.97,clear_disk,6
CrashLoopBackOff,0,35.85,28.71,11,69.53,1,10.56,fix_configuration,4
ConfigError,8,20.9,30.2,8,38.64,3,66.4,fix_configuration,4
ContainerNotReady,6,14.44,29.48,2,60.05,1,25.7,drain_node,5
CrashLoopBackOff,0,44.37,92.87,15,47.91,3,16.05,rollout_restart_deployment,1
CrashLoopBackOff,0,75.78,21.38,11,70.25,1,20.21,rollout_restart_deployment,1
PodPending,4,70.0,79.0,2,67.99,3,3.11,scale_up_replicas,2
ContainerNotReady,6,43.64,51.44,3,45.92,3,18.18,restart_pod,0
DiskPressure,7,68.66,64.76,1,72.39,3,4.83,drain_node,5
ContainerNotReady,6,24.72,56.71,4,81.7,2,20.97,restart_pod,0
PodPending,4,86.85,74.01,1,22.96,5,6.49,fix_configuration,4
HighCPU,2,91.56,70.94,3,92.38,3,5.55,scale_up_replicas,2
PodPending,4,94.52,74.45,2,71.55,6,4.84,scale_up_replicas,2
HighCPU,2,98.2,54.8,3,69.01,5,7.19,scale_up_replicas,2
PodPending,4,91.48,78.35,2,42.57,4,7.36,scale_up_replicas,2
CrashLoopBackOff,0,5.0,5.0,3,79.52,1,21.76,no_action_monitor,7
PodPending,4,99.84,92.96,0,80.0,8,5.4,scale_up_replicas,2
HighCPU,2,83.96,38.7,3,81.43,2,0.0,scale_up_replicas,2
ContainerNotReady,6,27.87,36.97,2,45.58,1,11.68,restart_pod,0
HighMemory,3,56.69,92.78,3,71.09,3,6.88,adjust_resource_limits,3
NetworkError,5,37.05,40.7,3,55.22,2,9.33,restart_pod,0
HighMemory,3,85.0,94.15,4,90.06,1,5.75,adjust_resource_limits,3
DiskPressure,7,42.54,62.36,2,56.65,1,1.77,no_action_monitor,7
ContainerNotReady,6,23.03,33.18,1,51.8,2,22.66,restart_pod,0
ConfigError,8,20.81,38.93,4,70.0,2,31.06,fix_configuration,4
DiskPressure,7,47.21,57.18,3,74.86,2,1.83,clear_disk,6
OOMKilled,1,31.66,95.72,4,60.55,4,16.27,adjust_resource_limits,3
UnknownFailure,9,43.85,53.54,0,45.93,3,13.26,restart_pod,0
HighMemory,3,46.79,91.8,3,93.39,2,6.78,adjust_resource_limits,3
HighMemory,3,64.83,95.09,3,65.96,2,11.16,adjust_resource_limits,3
HighMemory,3,44.17,95.4,1,87.47,3,3.29,rollout_restart_deployment,1
ContainerNotReady,6,50.13,47.47,5,90.0,1,21.55,restart_pod,0
DiskPressure,7,43.37,47.28,1,57.57,2,3.36,clear_disk,6
HighCPU,2,90.62,58.93,1,73.62,1,4.28,scale_up_replicas,2
CrashLoopBackOff,0,51.53,63.51,6,32.1,3,37.06,rollout_restart_deployment,1
DiskPressure,7,41.3,52.22,0,51.35,1,6.99,drain_node,5
ConfigError,8,21.77,9.69,6,45.63,1,55.17,fix_configuration,4
HighMemory,3,78.34,89.45,0,80.12,2,4.07,adjust_resource_limits,3
DiskPressure,7,53.97,43.25,1,66.07,1,3.86,clear_disk,6
HighMemory,3,41.61,99.01,0,99.0,2,4.64,rollout_restart_deployment,1
ConfigError,8,6.13,28.37,8,32.77,3,67.62,fix_configuration,4
OOMKilled,1,34.26,96.63,8,71.14,1,9.59,adjust_resource_limits,3
PodPending,4,86.92,89.03,1,51.74,2,8.39,scale_up_replicas,2
UnknownFailure,9,28.18,78.61,5,85.89,1,8.72,drain_node,5
DiskPressure,7,43.14,76.21,3,63.66,3,5.21,fix_configuration,4
CrashLoopBackOff,0,28.83,85.56,13,60.95,2,42.6,clear_disk,6
PodPending,4,78.91,72.01,2,45.31,4,9.05,scale_up_replicas,2
PodPending,4,80.91,88.07,2,45.8,3,0.0,scale_up_replicas,2
OOMKilled,1,61.06,92.35,4,66.38,4,27.43,adjust_resource_limits,3
UnknownFailure,9,94.32,35.61,4,76.56,1,7.58,adjust_resource_limits,3
NetworkError,5,30.7,30.91,2,39.13,3,20.76,restart_pod,0
DiskPressure,7,49.32,44.93,3,85.88,3,3.13,clear_disk,6
ConfigError,8,13.63,30.27,5,16.86,2,63.6,fix_configuration,4
HighCPU,2,89.99,69.84,1,95.31,5,6.92,scale_up_replicas,2
CrashLoopBackOff,0,23.76,24.98,10,38.49,3,41.03,rollout_restart_deployment,1
UnknownFailure,9,46.63,35.02,8,62.36,2,20.64,no_action_monitor,7
HighMemory,3,71.68,93.19,2,86.38,1,6.54,adjust_resource_limits,3
HighMemory,3,64.53,92.11,4,80.0,3,8.26,adjust_resource_limits,3
UnknownFailure,9,59.03,27.98,5,75.58,3,13.98,adjust_resource_limits,3
OOMKilled,1,62.23,94.69,1,78.12,2,14.51,adjust_resource_limits,3
NetworkError,5,45.86,33.15,4,59.19,2,24.82,restart_pod,0
ConfigError,8,16.68,47.06,2,48.5,2,50.37,fix_configuration,4
DiskPressure,7,57.3,47.79,2,84.23,2,5.79,clear_disk,6
ContainerNotReady,6,53.8,33.39,3,46.66,3,15.12,restart_pod,0
UnknownFailure,9,42.96,91.68,3,99.0,2,14.76,adjust_resource_limits,3
ConfigError,8,20.09,21.5,3,52.37,3,82.83,fix_configuration,4
CrashLoopBackOff,0,75.72,72.76,8,76.85,1,38.32,rollout_restart_deployment,1
PodPending,4,84.62,76.11,1,49.58,5,9.69,scale_up_replicas,2
HighCPU,2,84.73,52.71,2,78.39,3,8.04,scale_up_replicas,2
UnknownFailure,9,36.26,58.21,7,51.0,3,24.78,rollout_restart_deployment,1
HighMemory,3,34.49,93.38,3,67.23,2,4.47,adjust_resource_limits,3
UnknownFailure,9,55.15,56.38,5,69.59,5,13.21,fix_configuration,4
PodPending,4,79.87,80.69,2,50.63,6,8.78,scale_up_replicas,2
NetworkError,5,34.01,50.94,3,66.4,2,21.61,restart_pod,0
NetworkError,5,29.26,24.21,3,67.31,1,29.66,restart_pod,0
OOMKilled,1,58.88,92.55,8,78.15,2,12.32,adjust_resource_limits,3
CrashLoopBackOff,0,54.29,42.62,14,65.3,1,24.82,rollout_restart_deployment,1
CrashLoopBackOff,0,30.14,18.67,14,67.68,2,33.7,rollout_restart_deployment,1
HighMemory,3,66.4,92.38,3,72.38,2,8.9,adjust_resource_limits,3
HighCPU,2,96.96,43.18,3,89.26,4,7.62,scale_up_replicas,2
HighMemory,3,52.95,89.52,1,85.34,2,1.47,no_action_monitor,7
HighMemory,3,43.67,86.05,4,62.04,4,9.25,adjust_resource_limits,3
PodPending,4,70.0,84.74,2,66.23,2,6.83,scale_up_replicas,2
ContainerNotReady,6,24.97,43.49,1,65.03,1,28.03,restart_pod,0
UnknownFailure,9,2.0,27.03,0,76.23,3,12.4,no_action_monitor,7
ConfigError,8,27.52,27.62,8,37.98,3,45.47,fix_configuration,4
CrashLoopBackOff,0,86.5,80.7,14,67.43,1,30.78,scale_up_replicas,2
ContainerNotReady,6,43.07,52.4,4,71.28,3,13.99,restart_pod,0
UnknownFailure,9,94.61,56.16,7,99.0,5,13.5,rollout_restart_deployment,1
NetworkError,5,31.32,60.76,3,69.52,1,21.07,restart_pod,0
DiskPressure,7,26.99,64.9,0,70.07,3,3.1,no_action_monitor,7
CrashLoopBackOff,0,30.19,58.78,10,36.97,1,27.89,rollout_restart_deployment,1
ContainerNotReady,6,49.7,21.31,3,67.59,3,14.95,restart_pod,0
ConfigError,8,15.96,41.55,6,15.24,2,61.48,fix_configuration,4
DiskPressure,7,37.83,47.09,2,63.88,2,5.51,drain_node,5
ContainerNotReady,6,32.13,35.23,3,66.65,2,18.64,no_action_monitor,7
DiskPressure,7,14.99,47.64,1,83.95,3,0.99,drain_node,5
DiskPressure,7,28.65,48.6,2,67.74,1,3.94,restart_pod,0
ConfigError,8,9.07,21.12,7,39.28,2,59.73,restart_pod,0
ContainerNotReady,6,53.67,36.08,1,90.0,3,18.53,restart_pod,0
HighMemory,3,72.43,100.0,2,81.39,4,1.88,adjust_resource_limits,3
DiskPressure,7,46.36,45.83,1,72.26,2,7.97,clear_disk,6
PodPending,4,75.22,84.4,1,32.45,4,6.77,scale_up_replicas,2
CrashLoopBackOff,0,54.9,56.36,9,56.62,3,23.5,rollout_restart_deployment,1
NetworkError,5,39.74,65.62,5,51.48,1,35.29,restart_pod,0
ContainerNotReady,6,52.99,60.54,3,69.63,1,29.37,restart_pod,0
HighCPU,2,86.96,44.98,3,91.13,3,5.89,scale_up_replicas,2
ContainerNotReady,6,32.77,5.0,2,58.47,2,10.61,clear_disk,6
HighMemory,3,67.4,90.04,1,73.72,3,13.93,adjust_resource_limits,3
PodPending,4,93.31,90.45,2,80.0,4,11.21,scale_up_replicas,2
HighCPU,2,88.15,41.68,0,92.72,3,0.0,rollout_restart_deployment,1
ContainerNotReady,6,33.83,7.43,2,66.48,3,26.83,restart_pod,0
DiskPressure,7,49.19,69.07,0,94.65,1,3.71,clear_disk,6
NetworkError,5,70.0,43.19,5,79.24,2,15.11,fix_configuration,4
ContainerNotReady,6,59.29,55.63,3,87.07,3,20.44,restart_pod,0
CrashLoopBackOff,0,14.89,59.21,9,34.54,2,26.64,rollout_restart_deployment,1
DiskPressure,7,47.87,85.0,3,78.19,3,4.28,clear_disk,6
UnknownFailure,9,48.42,16.45,1,66.72,4,12.82,no_action_monitor,7
OOMKilled,1,30.63,91.44,2,65.18,3,15.52,adjust_resource_limits,3
CrashLoopBackOff,0,30.85,28.98,14,64.34,3,35.39,scale_up_replicas,2
ContainerNotReady,6,36.82,31.56,3,73.92,3,18.48,restart_pod,0
ContainerNotReady,6,17.16,55.54,1,70.3,3,19.05,clear_disk,6
UnknownFailure,9,10.72,31.38,0,99.0,3,0.0,restart_pod,0
OOMKilled,1,44.97,94.95,4,73.2,2,3.02,adjust_resource_limits,3
HighMemory,3,62.61,82.57,4,80.97,4,4.04,adjust_resource_limits,3
ContainerNotReady,6,22.01,52.52,2,61.47,3,23.79,restart_pod,0
NetworkError,5,42.6,59.05,1,46.88,1,27.35,restart_pod,0
HighCPU,2,92.08,49.33,3,75.81,2,6.82,scale_up_replicas,2
ConfigError,8,10.78,30.18,2,68.92,1,64.7,fix_configuration,4
HighCPU,2,98.96,44.21,2,91.1,4,1.57,no_action_monitor,7
OOMKilled,1,45.33,100.0,6,63.92,1,23.89,restart_pod,0
